year,qid,base_labels
2022,bullying_appropriate_action_pnts,E06_A. Was appropriate action taken to address the behaviour you experienced? (% prefer not to say) [note 3]
2019,bullying_appropriate_action_yes,A. Appropriate action was taken to address the behaviour I experienced
2019,bullying_appropriate_action_yes,E06_A
2019,bullying_appropriate_action_yes,E06_A. Appropriate action was taken to address the behaviour I experienced (% yes)
2020,bullying_appropriate_action_yes,E06_A: Appropriate action was taken to address the behaviour I experienced (% yes)
2020,bullying_appropriate_action_yes,E06_A. Appropriate action was taken to address the behaviour I experienced (% yes)
2020,bullying_appropriate_action_yes,How would you describe your situation now? Appropriate action was taken to address the behaviour I experienced
2021,bullying_appropriate_action_yes,E06_A. Appropriate action was taken to address the behaviour I experienced (% yes)
2021,bullying_appropriate_action_yes,E06_A. Appropriate action was taken to address the behaviour I experienced (% yes) [note 2]
2021,bullying_appropriate_action_yes,E06_A. Was appropriate action taken to address the behaviour you experienced? (% yes) [note 5]
2022,bullying_appropriate_action_yes,E06_A. Was appropriate action taken to address the behaviour you experienced? (% yes)
2022,bullying_appropriate_action_yes,E06_A. Was appropriate action taken to address the behaviour you experienced? (% yes) [note 3]
2019,bullying_culture_allows_no,E06_C
2019,bullying_culture_allows_no,E06_C. The culture in my area allows this kind of behaviour to continue (% no)
2020,bullying_culture_allows_no,E06_C. The culture in my area allows this kind of behaviour to continue (% no)
2021,bullying_culture_allows_no,E06_C. The culture in my area allows this kind of behaviour to continue (% no)
2021,bullying_culture_allows_no,E06_C. The culture in my area allows this kind of behaviour to continue (% no) [note 2]
2022,bullying_culture_allows_no,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% no)
2022,bullying_culture_allows_no,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% no) [note 3]
2019,bullying_culture_allows_pnts,E06_C
2019,bullying_culture_allows_pnts,E06_C. The culture in my area allows this kind of behaviour to continue (% prefer not to say)
2020,bullying_culture_allows_pnts,E06_C. The culture in my area allows this kind of behaviour to continue (% prefer not to say)
2021,bullying_culture_allows_pnts,E06_C. The culture in my area allows this kind of behaviour to continue (% prefer not to say)
2021,bullying_culture_allows_pnts,E06_C. The culture in my area allows this kind of behaviour to continue (% prefer not to say) [note 2]
2022,bullying_culture_allows_pnts,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% prefer not to say)
2022,bullying_culture_allows_pnts,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% prefer not to say) [note 3]
2019,bullying_culture_allows_yes,C. The culture in my area allows this kind of behaviour to continue
2019,bullying_culture_allows_yes,E06_C
2019,bullying_culture_allows_yes,E06_C. The culture in my area allows this kind of behaviour to continue (% yes)
2020,bullying_culture_allows_yes,E06_C: The culture in my area allows this kind of behaviour to continue (% yes)
2020,bullying_culture_allows_yes,E06_C. The culture in my area allows this kind of behaviour to continue (% yes)
2020,bullying_culture_allows_yes,How would you describe your situation now? The culture in my area allows this kind of behaviour to continue
2021,bullying_culture_allows_yes,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% yes) [note 5]
2021,bullying_culture_allows_yes,E06_C. The culture in my area allows this kind of behaviour to continue (% yes)
2021,bullying_culture_allows_yes,E06_C. The culture in my area allows this kind of behaviour to continue (% yes) [note 2]
2022,bullying_culture_allows_yes,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% yes)
2022,bullying_culture_allows_yes,E06_C. Does the culture where you work allow this kind of behaviour to continue? (% yes) [note 3]
2019,bullying_experienced_no,E03
2019,bullying_experienced_no,"E03. Have you been bullied or harassed at work, in the past 12 months? (% no)"
2020,bullying_experienced_no,"E03. Have you been bullied or harassed at work, in the past 12 months? (% no)"
2021,bullying_experienced_no,"E03. Have you been bullied or harassed at work, in the past 12 months? (% no)"
2022,bullying_experienced_no,"E03. Have you been bullied or harassed at work, in the past 12 months? (% no)"
2019,bullying_experienced_pnts,E03
2019,bullying_experienced_pnts,"E03. Have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)"
2020,bullying_experienced_pnts,"E03. Have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)"
2021,bullying_experienced_pnts,"E03. Have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)"
2022,bullying_experienced_pnts,"E03. Have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)"
2009,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2009,bullying_experienced_yes,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
2010,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2010,bullying_experienced_yes,F03. During the past 12 months have you personally experienced bullying or harassment at work? (% yes)
2011,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2011,bullying_experienced_yes,"E03. During the past 12 months, have you personally experienced bullying or harassment at work?"
2012,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2012,bullying_experienced_yes,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
2013,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2013,bullying_experienced_yes,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
2014,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2014,bullying_experienced_yes,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
2014,bullying_experienced_yes,Experienced bullying or harassment at work in the past 12 months (E03)
2015,bullying_experienced_yes,E03. During the past 12 months have you personally experienced bullying or harassment at work?
2015,bullying_experienced_yes,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
2015,bullying_experienced_yes,Experienced bullying or harassment at work in the past 12 months (E03)
2016,bullying_experienced_yes,E03
