obj,obj_class,obj_vals,stripped_vals
qm_2010_org,character,B27. I am treated with respect by the people I work with (% strongly agree or agree),i am treated with respect by the people i work with
qm_2010_org,character,B28. I feel valued for the work I do (% strongly agree or agree),i feel valued for the work i do
qm_2010_org,character,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
qm_2010_org,character,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)","in my job, i am clear what is expected of me"
qm_2010_org,character,B31. I get the information I need to do my job well (% strongly agree or agree),i get the information i need to do my job well
qm_2010_org,character,B32. I have clear work objectives (% strongly agree or agree),i have clear work objectives
qm_2010_org,character,B33. I have the skills I need to do my job effectively (% strongly agree or agree),i have the skills i need to do my job effectively
qm_2010_org,character,B34. I have the tools I need to do my job effectively (% strongly agree or agree),i have the tools i need to do my job effectively
qm_2010_org,character,B35. I have an acceptable workload (% strongly agree or agree),i have an acceptable workload
qm_2010_org,character,B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),i achieve a good balance between my work life and my private life
qm_2010_org,character,B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),i feel that my pay adequately reflects my performance
qm_2010_org,character,B38. I am satisfied with the total benefits package (% strongly agree or agree),i am satisfied with the total benefits package
qm_2010_org,character,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),compared to people doing a similar job in other organisations i feel my pay is reasonable
qm_2010_org,character,B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),i feel that my organisation as a whole is managed well
qm_2010_org,character,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),senior managers in my organisation are sufficiently visible
qm_2010_org,character,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),i believe the actions of senior managers are consistent with my organisation's values
